Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
53.700,61.6788,57.3623,-6.4374,-0.1734,0.2933,10.4724,-0.0712,10.4726,1.0919,0.0926,1.8114,59.5304,-25.6912,60.4861
53.750,66.8061,66.4646,-6.4427,-0.1737,0.2933,11.4766,-0.1538,11.4775,1.0919,0.0926,1.8114,64.7982,16.3894,65.0070
53.800,52.0207,62.6997,-6.4482,-0.1739,0.2933,12.7364,1.0386,12.7760,1.0919,0.0926,1.8114,83.1638,-34.3662,83.1864
53.850,61.1173,59.9327,-6.4537,-0.1741,0.2933,11.4381,-0.6194,11.4539,1.0919,0.0926,1.8114,95.0812,101.3364,94.6468
53.900,68.1087,63.8623,-6.4592,-0.1744,0.2933,11.0537,-0.5047,11.0646,1.0919,0.0926,1.8113,63.8989,-28.2276,64.6481
53.950,43.9601,74.1432,-6.4645,-0.1746,0.2933,13.3677,0.4646,13.3752,1.0919,0.0926,1.8113,75.0924,43.9589,75.5406
54.000,59.5350,62.2099,-6.4700,-0.1748,0.2934,14.3249,-2.1148,14.4677,1.0919,0.0926,1.8113,61.3732,-51.1254,65.6783
54.050,75.2292,48.8221,-6.4756,-0.1750,0.2934,8.3144,-0.3823,8.3230,1.0919,0.0926,1.8113,66.9943,48.9558,69.1117
54.100,64.8670,76.6684,-6.4810,-0.1753,0.2934,14.8199,-1.2355,14.8669,1.0919,0.0926,1.8113,60.9616,-19.9034,61.4406
54.150,69.9274,65.6504,-6.4863,-0.1755,0.2934,11.8323,-1.4401,11.9148,1.0919,0.0926,1.8113,54.6764,-31.0362,56.9010
54.200,55.2794,54.7781,-6.4920,-0.1755,0.2934,11.3774,0.8775,11.4094,1.0919,0.0926,1.8113,89.9118,-88.1515,89.9119
54.250,63.4876,39.4097,-6.4978,-0.1757,0.2934,8.6495,-0.8522,8.6901,1.0919,0.0926,1.8112,52.8857,35.1912,56.2734
54.300,69.5969,52.9744,-6.5033,-0.1758,0.2934,7.6454,-0.0278,7.6455,1.0919,0.0925,1.8112,90.1111,-90.2780,90.1032
54.350,74.6641,73.0596,-6.5086,-0.1760,0.2934,13.8760,-2.3144,14.0532,1.0919,0.0925,1.8111,59.0677,21.5522,59.7517
54.400,63.9855,65.2977,-6.5139,-0.1760,0.2934,13.2000,-0.8550,13.2258,1.0919,0.0925,1.8112,76.0685,41.1287,76.3723
54.450,59.8142,50.0877,-6.5195,-0.1761,0.2934,9.7402,0.0229,9.7402,1.0919,0.0924,1.8111,55.8187,-18.6599,56.4979
54.500,56.7073,59.1490,-6.5250,-0.1761,0.2934,11.2582,1.5030,11.3531,1.0919,0.0924,1.8112,103.7405,154.0207,103.6476
54.550,56.7938,72.1600,-6.5302,-0.1762,0.2934,11.3564,-1.1901,11.4154,1.0919,0.0924,1.8112,70.9412,23.0268,71.1290
54.600,46.6525,67.0692,-6.5356,-0.1762,0.2934,11.1811,1.3434,11.2575,1.0919,0.0924,1.8113,69.4086,-9.0499,69.4423
54.650,66.7248,51.8446,-6.5412,-0.1763,0.2934,8.9076,-0.8227,8.9443,1.0919,0.0924,1.8114,73.1363,-49.3367,74.0471
54.700,56.6589,66.9992,-6.5467,-0.1765,0.2934,13.6032,-0.4630,13.6105,1.0919,0.0924,1.8114,77.1337,-38.3841,77.3326
54.750,54.3421,63.5283,-6.5521,-0.1766,0.2935,12.1940,0.5779,12.2069,1.0919,0.0924,1.8115,57.9024,4.9910,57.9410
54.800,71.2504,66.4985,-6.5575,-0.1769,0.2934,13.3954,-0.7061,13.4126,1.0919,0.0925,1.8115,59.3527,-24.8131,60.2538
54.850,59.8246,76.3556,-6.5627,-0.1770,0.2934,12.8263,-1.4115,12.8987,1.0919,0.0925,1.8115,61.8672,-48.4450,65.3996
54.900,67.9231,62.3995,-6.5681,-0.1771,0.2934,10.3378,0.4099,10.3456,1.0919,0.0925,1.8116,86.1659,-42.7593,86.1733
54.950,71.7592,42.8805,-6.5739,-0.1772,0.2934,8.8109,-0.9118,8.8565,1.0919,0.0925,1.8116,98.4656,119.7107,98.1954
55.000,52.9999,65.7914,-6.5792,-0.1773,0.2934,12.3512,-0.2854,12.3543,1.0919,0.0926,1.8117,93.2132,-109.6064,93.1741
55.050,74.4524,59.4546,-6.5845,-0.1774,0.2934,10.3900,-0.6377,10.4087,1.0919,0.0927,1.8117,51.3385,-30.0819,54.0246
55.100,72.6368,59.1504,-6.5899,-0.1776,0.2935,11.2589,-0.0650,11.2590,1.0919,0.0927,1.8117,83.9828,-44.2679,84.0141
55.150,66.4615,58.2271,-6.5953,-0.1778,0.2935,11.6472,0.6759,11.6657,1.0919,0.0928,1.8116,70.7998,59.4490,73.3045
55.200,59.1159,54.3244,-6.6007,-0.1780,0.2936,9.7233,0.8175,9.7563,1.0919,0.0928,1.8116,88.9720,-86.5626,89.0150
55.250,61.2195,62.6035,-6.6060,-0.1783,0.2936,9.9569,1.0509,10.0100,1.0919,0.0928,1.8116,79.0475,-14.2241,79.0603
55.300,56.1079,61.1618,-6.6112,-0.1785,0.2935,11.5127,-1.2520,11.5770,1.0919,0.0928,1.8116,53.0608,22.5793,54.3356
55.350,70.8792,58.1788,-6.6166,-0.1788,0.2935,10.8396,0.0494,10.8397,1.0919,0.0928,1.8115,47.8658,-2.8060,47.8938
55.400,63.5892,59.5037,-6.6218,-0.1790,0.2935,9.5640,-1.2311,9.6401,1.0919,0.0927,1.8115,61.5167,-6.8514,61.5676
55.450,62.6174,63.1699,-6.6272,-0.1792,0.2936,11.4291,-0.0904,11.4295,1.0919,0.0927,1.8115,74.6274,1.2998,74.6277
55.500,59.3911,79.0853,-6.6322,-0.1793,0.2936,12.4908,-0.8324,12.5168,1.0919,0.0927,1.8115,59.6856,10.4281,59.8291
55.550,55.0068,63.7669,-6.6376,-0.1794,0.2937,10.6412,-0.1432,10.6422,1.0919,0.0927,1.8115,75.7142,-11.9475,75.7340
